CustomerID,total_spend,avg_order_value,num_transactions,num_products,first_purchase,last_purchase,lifespan_days
14016,4328.46,865.692,5,154,2010-12-17 14:21:00,2011-07-08 14:27:00,203
14019,1398.96,349.73999999999995,4,37,2011-07-24 15:39:00,2011-10-24 10:13:00,91
14020,642.8,321.40000000000003,2,37,2011-09-12 15:32:00,2011-11-23 09:22:00,71
14021,631.9,210.63333333333335,3,22,2011-03-28 15:10:00,2011-07-07 15:46:00,101
14022,440.0,440.0,1,28,2011-04-28 14:39:00,2011-04-28 14:39:00,0
14023,584.07,292.03499999999997,2,30,2011-04-03 15:50:00,2011-12-02 13:58:00,242
14024,327.7,163.85000000000002,2,16,2011-08-07 13:31:00,2011-08-10 11:30:00,2
14027,104.82,104.82000000000002,1,6,2011-10-10 09:01:00,2011-10-10 09:01:00,0
14029,467.66,233.83,2,15,2011-07-18 16:57:00,2011-10-07 14:46:00,80
14030,2360.09,295.01124999999996,8,210,2010-12-08 16:11:00,2011-11-21 16:48:00,348
14031,14634.640000000001,636.2886956521739,23,121,2010-12-02 16:34:00,2011-12-02 17:13:00,365
14032,2929.84,162.76888888888888,18,53,2010-12-08 10:53:00,2011-12-07 15:23:00,364
14034,512.02,128.005,4,82,2011-07-05 13:06:00,2011-11-17 14:02:00,135
14035,1428.02,285.60400000000004,5,41,2011-02-15 12:48:00,2011-11-11 10:03:00,268
14036,626.65,626.65,1,38,2011-02-28 09:26:00,2011-02-28 09:26:00,0
14037,147.20000000000002,73.6,2,27,2010-12-10 11:39:00,2011-06-16 13:57:00,188
14038,1554.48,388.6199999999999,4,64,2011-05-16 14:05:00,2011-09-22 13:37:00,128
14039,152.2,152.2,1,6,2011-11-06 13:48:00,2011-11-06 13:48:00,0
14040,3542.19,236.14600000000002,15,147,2011-01-12 14:57:00,2011-10-30 12:42:00,290
14041,141.41,141.41,1,21,2011-03-18 13:25:00,2011-03-18 13:25:00,0
14044,652.82,163.20499999999998,4,165,2011-02-03 11:39:00,2011-11-13 12:05:00,283
14045,1659.75,414.9375,4,4,2010-12-01 11:32:00,2011-08-22 15:27:00,264
14046,154.99,154.99,1,14,2011-02-28 14:48:00,2011-02-28 14:48:00,0
14047,1290.01,184.2871428571428,7,22,2010-12-02 10:09:00,2011-12-01 11:43:00,364
14048,375.13,187.565,2,84,2011-02-07 14:53:00,2011-03-07 13:49:00,27
14049,5639.15,939.8583333333332,6,352,2011-01-26 10:30:00,2011-11-23 12:20:00,301
14050,746.36,373.17999999999995,2,49,2011-08-25 13:46:00,2011-11-08 10:00:00,74
14051,15477.34,595.2823076923077,26,52,2010-12-08 12:49:00,2011-12-09 10:20:00,365
14052,225.36,225.36,1,56,2011-11-20 12:30:00,2011-11-20 12:30:00,0
14053,260.25,130.125,2,2,2011-07-03 12:21:00,2011-08-07 14:27:00,35
14054,92.46,92.46,1,6,2011-10-05 15:49:00,2011-10-05 15:49:00,0
14055,725.6400000000001,725.6400000000001,1,10,2011-08-25 15:04:00,2011-08-25 15:04:00,0
14056,8124.4,280.151724137931,29,321,2011-02-28 15:19:00,2011-12-08 13:36:00,282
14057,6147.4,341.5222222222222,18,179,2010-12-14 12:11:00,2011-11-16 10:32:00,336
14059,183.6,183.6,1,8,2011-03-18 10:06:00,2011-03-18 10:06:00,0
14060,6135.38,306.769,20,86,2010-12-02 12:11:00,2011-12-05 12:29:00,368
14062,10464.85,872.0708333333336,12,60,2010-12-10 15:56:00,2011-11-30 10:04:00,354
14064,1188.32,169.76,7,59,2011-03-10 12:59:00,2011-11-10 13:14:00,245
14066,152.55,152.55,1,7,2011-03-18 12:21:00,2011-03-18 12:21:00,0
14067,374.7,187.35,2,51,2011-09-04 12:00:00,2011-10-07 10:21:00,32
14068,265.85,265.85,1,22,2011-01-23 16:02:00,2011-01-23 16:02:00,0
14071,1307.41,145.26777777777775,9,271,2011-03-20 11:33:00,2011-12-06 12:27:00,261
14073,139.54,69.77,2,13,2011-11-07 15:49:00,2011-11-18 16:14:00,11
14075,942.26,314.08666666666664,3,33,2011-03-23 16:35:00,2011-12-05 08:38:00,256
14076,122.47,122.47,1,43,2011-08-02 15:19:00,2011-08-02 15:19:00,0
14077,499.41999999999996,99.88400000000001,5,33,2011-03-10 15:52:00,2011-10-30 12:35:00,233
14078,1049.37,174.89499999999998,6,46,2010-12-01 12:54:00,2011-08-30 12:16:00,271
14079,375.1,375.0999999999999,1,12,2011-08-07 12:10:00,2011-08-07 12:10:00,0
14080,45.599999999999994,45.599999999999994,1,4,2011-11-07 11:09:00,2011-11-07 11:09:00,0
14081,904.67,226.1675,4,126,2010-12-05 15:47:00,2011-03-17 14:24:00,101
14082,182.25,182.24999999999997,1,28,2010-12-10 11:02:00,2010-12-10 11:02:00,0
14083,1018.43,113.1588888888889,9,162,2010-12-03 12:24:00,2011-12-05 13:14:00,367
14085,4435.79,233.46263157894742,19,272,2010-12-06 12:39:00,2011-12-07 13:46:00,366
14087,181.67,90.835,2,62,2011-12-07 12:28:00,2011-12-07 12:41:00,0
14088,50415.49,3601.1064285714288,14,379,2011-01-21 13:07:00,2011-11-29 16:16:00,312
14089,161.0,161.0,1,13,2011-10-14 10:38:00,2011-10-14 10:38:00,0
14090,76.32000000000001,76.32000000000001,1,1,2011-01-19 10:51:00,2011-01-19 10:51:00,0
14092,4063.1,239.0058823529412,17,117,2010-12-02 09:10:00,2011-12-02 12:13:00,365
14093,442.85,442.84999999999997,1,95,2011-11-27 16:27:00,2011-11-27 16:27:00,0
14096,57120.909999999996,1680.0267647058824,34,1121,2011-08-30 10:49:00,2011-12-05 17:17:00,97
14098,147.35,147.34999999999997,1,21,2011-11-03 10:13:00,2011-11-03 10:13:00,0
14099,3092.9700000000003,257.7475,12,167,2010-12-20 11:14:00,2011-11-23 13:53:00,338
14100,194.9,194.90000000000003,1,24,2011-07-25 11:01:00,2011-07-25 11:01:00,0
14101,5976.79,996.1316666666668,6,15,2011-01-17 13:09:00,2011-09-27 12:28:00,252
14102,1314.73,164.34125,8,35,2011-10-26 12:46:00,2011-12-04 15:38:00,39
14104,216.20999999999998,108.10499999999999,2,21,2011-06-27 12:49:00,2011-07-08 12:50:00,11
14105,1260.33,630.165,2,74,2011-04-14 17:58:00,2011-09-15 16:13:00,153
14107,2688.48,336.06,8,61,2010-12-10 13:29:00,2011-10-19 12:12:00,312
14108,594.16,198.05333333333337,3,33,2011-08-30 11:32:00,2011-11-09 10:41:00,70
14109,80.2,40.099999999999994,2,9,2011-09-28 10:18:00,2011-11-16 13:51:00,49
14110,5669.65,436.1269230769231,13,94,2011-03-18 09:59:00,2011-12-06 12:26:00,263
14111,688.6,137.72,5,10,2011-04-12 11:36:00,2011-11-25 13:44:00,227
14112,2774.17,231.18083333333334,12,117,2011-03-09 11:28:00,2011-11-17 12:30:00,253
14113,1377.92,172.24,8,26,2010-12-20 11:56:00,2011-12-06 12:18:00,351
14114,386.53,193.265,2,15,2011-01-13 11:05:00,2011-03-11 09:42:00,56
14116,1382.74,276.54799999999994,5,61,2011-08-10 12:44:00,2011-11-20 10:29:00,101
14117,90.0,90.0,1,3,2011-07-19 09:49:00,2011-07-19 09:49:00,0
14119,-19.9,-19.9,1,1,2010-12-20 13:58:00,2010-12-20 13:58:00,0
14121,2740.3,456.7166666666667,6,148,2011-10-11 10:39:00,2011-12-06 12:19:00,56
14124,419.58000000000004,419.58000000000004,1,4,2011-09-16 13:32:00,2011-09-16 13:32:00,0
14125,2740.43,913.4766666666668,3,159,2011-09-22 15:40:00,2011-11-29 12:47:00,67
14126,643.6300000000001,160.90750000000003,4,14,2011-11-29 12:21:00,2011-12-02 11:45:00,2
14127,709.71,236.56999999999996,3,39,2011-02-02 12:26:00,2011-08-09 10:49:00,187
14128,637.5,318.7500000000001,2,40,2011-03-29 10:49:00,2011-10-10 12:00:00,195
14129,1123.8600000000001,224.77200000000002,5,31,2011-03-24 08:44:00,2011-12-08 11:02:00,259
14130,483.86,483.86,1,66,2011-01-24 16:05:00,2011-01-24 16:05:00,0
14132,3580.13,298.3441666666667,12,100,2011-06-09 12:04:00,2011-12-07 13:35:00,181
14133,590.3399999999999,118.06799999999998,5,26,2011-01-28 11:27:00,2011-08-02 11:34:00,186
14135,4690.31,312.6873333333333,15,95,2010-12-02 10:27:00,2011-12-08 11:38:00,371
14138,982.3800000000001,491.1900000000001,2,40,2011-10-07 09:38:00,2011-12-08 12:44:00,62
14139,415.82,415.81999999999994,1,26,2011-10-24 13:34:00,2011-10-24 13:34:00,0
14140,920.05,306.68333333333334,3,60,2011-11-08 11:20:00,2011-12-06 09:05:00,27
14141,879.0300000000001,146.505,6,28,2011-08-26 14:40:00,2011-12-07 09:53:00,102
14142,311.81,311.81,1,22,2010-12-01 16:33:00,2010-12-01 16:33:00,0
14143,115.8,115.8,1,7,2011-07-29 09:48:00,2011-07-29 09:48:00,0
14145,3148.2,629.64,5,6,2011-05-06 13:01:00,2011-10-24 12:10:00,170
14146,2949.57,491.595,6,183,2010-12-17 15:52:00,2011-12-01 10:18:00,348
14147,468.4,156.13333333333333,3,4,2011-02-27 11:42:00,2011-10-21 13:36:00,236
14148,157.2,157.2,1,3,2011-04-20 12:02:00,2011-04-20 12:02:00,0
14149,259.43,86.47666666666667,3,28,2011-05-03 09:44:00,2011-05-11 12:34:00,8
14150,658.64,329.32,2,23,2010-12-15 10:04:00,2011-11-04 10:05:00,324
14152,611.09,203.6966666666667,3,47,2011-04-19 15:46:00,2011-09-25 12:54:00,158
14154,1345.62,672.81,2,52,2011-04-14 15:58:00,2011-04-14 16:26:00,0
14155,118.75,118.75,1,6,2011-03-18 14:13:00,2011-03-18 14:13:00,0
14156,113384.14,1717.9415151515154,66,716,2010-12-02 17:08:00,2011-11-30 10:54:00,362
14157,400.43,133.47666666666666,3,45,2011-02-27 13:04:00,2011-11-20 11:32:00,265
14158,507.66,507.65999999999997,1,41,2011-10-30 15:08:00,2011-10-30 15:08:00,0
14159,4678.3,334.1642857142857,14,501,2010-12-12 11:17:00,2011-11-20 12:36:00,343
14161,1110.52,370.17333333333335,3,87,2010-12-05 13:18:00,2011-05-08 11:41:00,153
14162,289.36,144.68,2,25,2011-02-20 12:32:00,2011-06-19 11:36:00,118
14163,2445.91,611.4775000000001,4,36,2011-04-14 17:33:00,2011-09-13 15:18:00,151
14164,1631.77,815.8850000000002,2,28,2011-09-20 12:18:00,2011-09-30 12:24:00,10
14165,122.53999999999999,122.54,1,23,2011-03-09 12:39:00,2011-03-09 12:39:00,0
14167,574.84,143.71,4,27,2011-01-12 15:44:00,2011-10-31 14:29:00,291
14171,363.79,363.79,1,57,2011-09-02 16:43:00,2011-09-02 16:43:00,0
14173,450.84,112.71000000000002,4,28,2011-05-04 14:03:00,2011-11-29 11:54:00,208
14174,134.46,134.46,1,26,2011-11-06 13:17:00,2011-11-06 13:17:00,0
14175,3108.06,444.0085714285715,7,139,2011-01-14 12:22:00,2011-10-19 13:42:00,278
14176,574.0,114.8,5,28,2010-12-07 11:45:00,2011-02-15 13:12:00,70
14177,554.46,110.89200000000001,5,37,2011-06-13 11:10:00,2011-09-16 09:52:00,94
14178,1620.93,231.56142857142862,7,191,2011-06-10 12:51:00,2011-12-01 12:01:00,173
14179,719.78,359.89,2,135,2011-10-18 14:00:00,2011-10-30 12:07:00,11
14180,4640.77,149.70225806451614,31,112,2010-12-02 13:08:00,2011-11-29 10:56:00,361
14184,452.89,452.89,1,24,2011-10-04 12:43:00,2011-10-04 12:43:00,0
14185,197.65,197.65,1,3,2011-01-12 13:52:00,2011-01-12 13:52:00,0
14188,2018.91,201.891,10,34,2011-02-02 13:46:00,2011-12-01 09:46:00,301
14189,4604.31,191.84624999999997,24,176,2010-12-06 11:42:00,2011-12-07 15:55:00,366
14191,4660.01,332.85785714285714,14,146,2011-05-03 10:30:00,2011-12-08 09:23:00,218
14193,853.39,426.69500000000005,2,35,2011-03-15 11:38:00,2011-10-03 09:34:00,201
14194,11216.75,350.5234375,32,269,2011-02-04 14:51:00,2011-12-05 10:38:00,303
14195,962.7,320.90000000000003,3,7,2011-04-01 16:50:00,2011-05-22 10:29:00,50
14196,335.52,335.52,1,6,2011-08-25 10:25:00,2011-08-25 10:25:00,0
14198,663.5,94.78571428571426,7,35,2011-04-14 14:54:00,2011-12-05 16:34:00,235
14199,185.39999999999998,185.39999999999998,1,2,2011-05-05 13:44:00,2011-05-05 13:44:00,0
14201,688.04,76.4488888888889,9,32,2010-12-15 13:25:00,2011-10-10 13:27:00,299
14204,161.03,161.02999999999994,1,36,2011-12-07 13:38:00,2011-12-07 13:38:00,0
14205,218.78,54.695,4,35,2010-12-09 13:38:00,2011-11-29 11:56:00,354
14206,308.26,154.13,2,21,2010-12-14 10:31:00,2011-04-14 16:38:00,121
14208,151.74,151.73999999999998,1,10,2011-09-06 12:48:00,2011-09-06 12:48:00,0
14209,2067.13,295.30428571428575,7,55,2011-01-11 12:56:00,2011-11-29 10:18:00,321
14210,1900.89,271.5557142857143,7,66,2010-12-03 12:43:00,2011-09-09 12:55:00,280
14211,2208.3,169.8692307692308,13,87,2011-02-17 15:50:00,2011-10-17 13:23:00,241
14212,1070.48,1070.48,1,9,2011-09-11 12:45:00,2011-09-11 12:45:00,0
14213,-1192.2,-1192.2000000000003,1,5,2010-12-03 09:47:00,2010-12-03 09:47:00,0
14214,1000.23,142.89000000000001,7,64,2011-03-07 12:26:00,2011-11-09 10:31:00,246
14215,1777.92,253.98857142857145,7,98,2010-12-06 15:34:00,2011-11-28 12:19:00,356
14216,1839.3,459.82500000000005,4,47,2011-11-02 10:51:00,2011-12-06 14:56:00,34
14217,1925.3600000000001,80.22333333333333,24,78,2010-12-08 13:28:00,2011-12-08 11:53:00,364
14218,169.48000000000002,169.48000000000002,1,12,2011-10-28 10:00:00,2011-10-28 10:00:00,0
14219,89.94,89.94,1,7,2011-12-05 16:23:00,2011-12-05 16:23:00,0
14220,632.4,316.19999999999993,2,21,2010-12-16 18:18:00,2011-04-06 13:23:00,110
14221,3427.85,342.78499999999997,10,123,2011-01-04 15:33:00,2011-10-28 13:42:00,296
14222,683.17,683.1700000000001,1,41,2011-06-15 16:42:00,2011-06-15 16:42:00,0
14223,975.23,243.8075,4,50,2011-03-20 16:02:00,2011-09-08 13:38:00,171
14224,1050.12,262.53000000000003,4,105,2011-01-23 13:58:00,2011-08-21 13:24:00,209
14226,2201.64,314.52,7,64,2011-03-15 15:36:00,2011-11-11 11:34:00,240
14227,3315.71,221.04733333333337,15,117,2011-02-28 12:27:00,2011-11-13 15:48:00,258
14229,1450.6,290.12,5,29,2011-01-10 12:03:00,2011-10-19 10:04:00,281
14231,822.0600000000001,164.412,5,47,2011-02-24 11:55:00,2011-06-13 15:35:00,109
14232,2043.93,255.49125,8,81,2011-03-20 12:44:00,2011-11-08 12:17:00,232
14233,1447.51,289.50200000000007,5,30,2011-01-26 12:43:00,2011-10-27 09:25:00,273
14234,775.46,193.86500000000007,4,122,2011-10-13 13:58:00,2011-11-17 17:53:00,35
14235,3093.86,515.6433333333333,6,65,2011-03-24 13:23:00,2011-11-29 13:26:00,250
14236,490.86,245.43,2,15,2010-12-02 18:49:00,2011-09-20 09:13:00,291
14237,161.0,161.00000000000003,1,9,2010-12-01 13:20:00,2010-12-01 13:20:00,0
14238,146.85,146.85,1,8,2011-01-17 14:40:00,2011-01-17 14:40:00,0
14239,2323.5,178.73076923076925,13,83,2011-01-27 14:45:00,2011-10-27 14:40:00,272
14240,890.34,445.1700000000001,2,37,2011-04-28 11:40:00,2011-11-09 13:45:00,195
14241,213.70000000000002,213.70000000000005,1,10,2011-06-09 11:46:00,2011-06-09 11:46:00,0
14242,280.55,140.275,2,13,2011-01-18 08:53:00,2011-04-19 11:46:00,91
14243,2535.88,181.1342857142857,14,99,2010-12-09 08:34:00,2011-12-01 11:12:00,357
14245,1677.48,335.496,5,107,2011-03-21 10:41:00,2011-06-16 14:33:00,87
14246,1474.06,491.3533333333334,3,57,2011-04-08 08:25:00,2011-08-21 11:50:00,135
14247,136.76999999999998,136.76999999999998,1,19,2011-03-06 15:21:00,2011-03-06 15:21:00,0
14248,302.58,302.58,1,8,2011-01-25 14:45:00,2011-01-25 14:45:00,0
14250,1904.05,634.6833333333333,3,94,2011-09-11 13:44:00,2011-12-02 14:30:00,82
14251,2879.7000000000003,575.9399999999999,5,37,2011-10-13 12:46:00,2011-12-08 08:32:00,55
14256,935.0600000000001,311.68666666666667,3,51,2010-12-10 11:44:00,2011-03-30 16:39:00,110
14257,3087.27,514.5450000000001,6,89,2011-01-25 10:49:00,2011-10-19 13:38:00,267
14258,12650.08,1265.0080000000003,10,58,2011-01-06 12:18:00,2011-11-30 15:27:00,328
14259,120.0,120.0,1,5,2011-07-21 10:44:00,2011-07-21 10:44:00,0
14261,1163.45,581.725,2,52,2011-09-22 10:47:00,2011-10-20 10:04:00,27
14262,2618.23,327.27874999999995,8,87,2011-04-13 12:23:00,2011-12-01 14:17:00,232
14264,319.47,106.49000000000001,3,17,2010-12-02 17:35:00,2011-07-08 10:20:00,217
14265,530.18,265.09,2,31,2011-07-14 09:10:00,2011-08-22 13:32:00,39
14267,1279.09,182.72714285714287,7,25,2011-03-24 11:38:00,2011-07-12 11:11:00,109
14270,492.65000000000003,492.65,1,29,2011-01-12 09:33:00,2011-01-12 09:33:00,0
14271,112.32,112.32,1,10,2011-04-28 12:47:00,2011-04-28 12:47:00,0
14272,437.96,218.98000000000002,2,33,2011-03-30 13:57:00,2011-09-27 10:08:00,180
14273,559.97,139.9925,4,22,2011-04-11 13:24:00,2011-10-19 13:20:00,190
14276,1019.39,203.87800000000001,5,52,2011-02-23 09:38:00,2011-09-12 17:49:00,201
14277,3957.0,989.25,4,195,2011-05-11 13:20:00,2011-11-24 15:01:00,197
14280,134.04,134.04,1,8,2011-05-27 10:37:00,2011-05-27 10:37:00,0
14282,3729.34,248.62266666666667,15,70,2010-12-07 12:21:00,2011-12-06 17:04:00,364
14284,578.45,192.8166666666667,3,24,2011-09-14 13:04:00,2011-11-09 08:11:00,55
14285,1910.01,477.50250000000005,4,18,2011-06-16 12:36:00,2011-11-18 14:50:00,155
14286,4595.81,919.162,5,220,2011-04-11 08:16:00,2011-11-16 10:34:00,219
14287,151.23000000000002,37.8075,4,10,2011-05-25 11:41:00,2011-12-01 13:25:00,190
14288,413.85,206.925,2,16,2011-05-10 13:22:00,2011-05-11 15:17:00,1
14289,911.26,151.87666666666667,6,33,2011-02-23 12:33:00,2011-12-01 11:44:00,280
14290,2307.4500000000003,384.575,6,90,2010-12-13 10:24:00,2011-11-28 14:02:00,350
14291,3873.3,322.77500000000003,12,145,2011-03-09 15:20:00,2011-12-08 10:26:00,273
14292,4819.33,344.2378571428571,14,67,2011-01-17 16:20:00,2011-12-02 11:50:00,318
14293,1046.56,261.64,4,51,2010-12-06 10:18:00,2011-12-06 15:17:00,365
14295,154.70000000000002,77.35,2,7,2011-01-11 11:53:00,2011-10-30 15:50:00,292
14297,1284.06,214.01,6,49,2011-03-10 08:31:00,2011-11-22 09:06:00,257
14298,50862.44,1130.2764444444445,45,884,2010-12-14 12:59:00,2011-12-06 15:04:00,357
14299,2855.35,158.6305555555556,18,94,2010-12-08 13:33:00,2011-12-01 16:05:00,358
14300,43.2,43.2,1,3,2011-11-21 08:57:00,2011-11-21 08:57:00,0
14301,632.04,316.02,2,13,2011-08-14 15:33:00,2011-08-24 09:04:00,9
14304,197.1,98.55,2,25,2011-02-11 14:48:00,2011-05-01 11:50:00,78
14305,1803.76,360.752,5,96,2011-07-27 14:14:00,2011-09-29 15:29:00,64
14306,2083.42,694.4733333333334,3,33,2011-09-15 10:31:00,2011-10-19 13:23:00,34
14307,2995.72,499.28666666666663,6,150,2010-12-01 11:41:00,2011-09-12 09:38:00,284
14309,2319.68,231.96800000000002,10,75,2010-12-16 13:05:00,2011-12-01 13:33:00,350
14311,229.71,114.85500000000002,2,20,2011-04-11 10:14:00,2011-04-28 19:49:00,17
14312,1611.59,268.5983333333333,6,74,2011-01-06 16:35:00,2011-10-24 09:46:00,290
14314,120.0,120.0,1,8,2011-08-25 10:39:00,2011-08-25 10:39:00,0
14315,2456.98,350.99714285714293,7,64,2011-03-18 12:59:00,2011-11-18 15:35:00,245
14317,508.58000000000004,508.58,1,24,2011-10-06 10:44:00,2011-10-06 10:44:00,0
14320,343.11,114.36999999999999,3,29,2011-01-11 09:12:00,2011-05-17 09:24:00,126
14321,1530.75,306.15000000000003,5,111,2011-01-10 11:35:00,2011-11-29 09:47:00,322
14323,574.26,143.565,4,32,2011-04-15 11:44:00,2011-08-17 11:37:00,123
14326,166.85,83.42500000000001,2,8,2011-04-11 15:04:00,2011-04-19 11:08:00,7
14327,311.65,311.65000000000003,1,12,2011-06-29 13:58:00,2011-06-29 13:58:00,0
14329,4928.74,352.05285714285714,14,218,2011-01-14 13:42:00,2011-12-01 08:27:00,320
14331,462.65999999999997,231.32999999999998,2,27,2011-07-27 15:14:00,2011-08-07 13:17:00,10
14332,866.31,288.77000000000004,3,22,2011-07-15 10:33:00,2011-11-17 11:54:00,125
14333,351.45,175.725,2,15,2011-10-03 10:38:00,2011-10-06 19:25:00,3
14334,2539.46,282.1622222222222,9,98,2010-12-16 17:37:00,2011-11-23 10:01:00,341
14335,468.26,234.12999999999997,2,55,2011-09-04 13:07:00,2011-11-23 13:41:00,80
14336,1614.91,403.7275,4,77,2011-03-08 16:48:00,2011-11-23 11:40:00,259
14338,554.22,138.55499999999998,4,30,2011-05-27 13:30:00,2011-07-04 16:00:00,38
14339,289.90999999999997,72.4775,4,15,2011-04-11 11:06:00,2011-04-19 11:31:00,8
14340,134.7,134.7,1,6,2011-05-05 09:44:00,2011-05-05 09:44:00,0
14341,2166.38,240.7088888888889,9,109,2011-01-25 13:55:00,2011-10-25 15:48:00,273
14342,607.71,101.28500000000001,6,19,2011-05-13 13:50:00,2011-11-18 13:21:00,188
14344,889.9300000000001,111.24125000000002,8,56,2010-12-06 11:58:00,2011-08-04 13:51:00,241
14345,108.97999999999999,108.97999999999999,1,6,2011-11-01 09:51:00,2011-11-01 09:51:00,0
14346,1021.58,510.79,2,55,2011-02-15 13:52:00,2011-08-11 09:47:00,176
14348,409.57,409.57,1,18,2011-03-24 16:23:00,2011-03-24 16:23:00,0
14349,133.5,133.5,1,31,2011-11-29 15:39:00,2011-11-29 15:39:00,0
14350,258.7,129.35,2,19,2011-03-10 14:14:00,2011-03-14 12:27:00,3
14351,51.0,51.0,1,1,2011-06-28 11:56:00,2011-06-28 11:56:00,0
14352,1078.96,269.74000000000007,4,44,2011-03-11 14:58:00,2011-07-05 15:41:00,116
14353,90.6,90.6,1,6,2011-05-08 16:06:00,2011-05-08 16:06:00,0
14354,163.62,81.81,2,9,2011-11-09 15:36:00,2011-12-04 11:32:00,24
14355,174.4,174.4,1,11,2010-12-09 12:16:00,2010-12-09 12:16:00,0
14356,666.9399999999999,166.73499999999999,4,36,2011-09-19 14:43:00,2011-10-10 17:16:00,21
14357,225.77,225.76999999999998,1,39,2011-10-27 16:23:00,2011-10-27 16:23:00,0
14359,882.58,147.09666666666666,6,44,2011-09-13 09:03:00,2011-11-20 13:17:00,68
14360,2128.23,532.0575000000001,4,104,2011-09-06 11:58:00,2011-11-08 09:12:00,62
14362,161.2,161.2,1,37,2011-11-17 15:08:00,2011-11-17 15:08:00,0
14364,3717.35,464.66875,8,61,2011-05-12 12:56:00,2011-08-23 11:01:00,102
14367,9167.82,482.51684210526315,19,270,2011-03-08 14:12:00,2011-12-01 13:19:00,267
14368,155.0,155.0,1,8,2011-01-24 09:52:00,2011-01-24 09:52:00,0
14371,100.5,100.5,1,4,2011-02-17 16:35:00,2011-02-17 16:35:00,0
14373,76.55,76.55,1,4,2010-12-16 15:40:00,2010-12-16 15:40:00,0
14375,257.68,257.68,1,57,2011-06-07 13:44:00,2011-06-07 13:44:00,0
14377,617.05,308.525,2,11,2011-03-22 13:38:00,2011-06-01 13:32:00,70
14379,348.1,174.05,2,39,2011-02-17 15:03:00,2011-10-26 16:43:00,251
14381,202.68,202.68,1,56,2011-10-18 17:10:00,2011-10-18 17:10:00,0
14382,626.0699999999999,626.07,1,121,2011-11-13 16:18:00,2011-11-13 16:18:00,0
14383,1247.69,415.8966666666667,3,49,2011-06-29 10:18:00,2011-11-01 15:53:00,125
14385,202.11,67.36999999999999,3,13,2011-11-16 11:55:00,2011-11-30 15:36:00,14
14386,142.4,142.4,1,7,2011-02-16 09:45:00,2011-02-16 09:45:00,0
14387,1770.56,590.1866666666667,3,125,2011-08-22 14:13:00,2011-11-07 12:29:00,76
14388,3172.04,317.204,10,124,2010-12-02 11:02:00,2011-12-01 11:13:00,364
14389,999.72,199.94400000000002,5,34,2011-01-25 12:45:00,2011-12-01 09:19:00,309
14390,4592.47,353.2669230769231,13,135,2010-12-02 11:56:00,2011-11-29 13:49:00,362
14393,67.95,67.94999999999999,1,5,2011-05-05 18:16:00,2011-05-05 18:16:00,0
14395,3471.91,289.3258333333333,12,181,2010-12-02 18:15:00,2011-12-07 14:34:00,369
14396,487.99,243.99500000000003,2,71,2010-12-03 15:19:00,2011-10-05 16:09:00,306
14397,2556.68,111.16,23,18,2011-05-10 12:25:00,2011-12-09 09:57:00,212
14400,559.7,279.84999999999997,2,25,2011-07-13 15:50:00,2011-07-21 18:05:00,8
14401,4039.98,288.57,14,113,2010-12-15 09:07:00,2011-12-05 13:30:00,355
14403,1426.31,285.262,5,17,2011-04-06 14:23:00,2011-08-01 12:57:00,116
14404,1434.72,204.96000000000004,7,70,2010-12-05 16:00:00,2011-11-06 12:30:00,335
14406,156.75,156.75,1,8,2011-08-12 16:54:00,2011-08-12 16:54:00,0
14407,2111.08,234.56444444444443,9,67,2011-03-08 11:59:00,2011-08-24 14:02:00,169
14408,2606.53,372.3614285714286,7,60,2011-03-20 14:41:00,2011-11-29 11:41:00,253
14409,1908.25,272.6071428571429,7,40,2010-12-06 15:03:00,2011-09-29 18:18:00,297
14410,576.3,38.419999999999995,15,197,2011-02-07 09:36:00,2011-11-24 11:16:00,290
14411,1063.0,1063.0,1,14,2011-02-02 10:56:00,2011-02-02 10:56:00,0
14412,761.3299999999999,253.77666666666667,3,43,2011-09-28 08:48:00,2011-11-04 13:14:00,37
14413,122.7,122.7,1,22,2010-12-12 13:37:00,2010-12-12 13:37:00,0
14414,1485.1299999999999,185.64125000000004,8,79,2010-12-16 11:11:00,2011-09-09 12:09:00,267
14415,5811.56,322.8644444444445,18,284,2010-12-14 13:06:00,2011-12-08 14:38:00,359
14416,490.22,245.11000000000004,2,13,2011-10-28 15:10:00,2011-11-17 15:22:00,20
14418,1937.25,645.75,3,114,2011-08-23 17:18:00,2011-12-06 11:39:00,104
14419,1058.06,176.34333333333333,6,112,2010-12-10 10:56:00,2011-11-29 11:22:00,354
14420,385.87,192.935,2,29,2011-09-01 18:07:00,2011-09-15 16:57:00,13
14421,813.11,406.55500000000006,2,25,2011-05-12 10:49:00,2011-10-13 13:24:00,154
14422,4263.64,710.6066666666666,6,189,2011-03-17 17:26:00,2011-12-09 11:26:00,266
14423,265.2,265.2,1,3,2011-05-05 15:12:00,2011-05-05 15:12:00,0
14424,322.08,322.08,1,1,2011-11-22 11:48:00,2011-11-22 11:48:00,0
14426,3918.9,244.93124999999998,16,187,2010-12-15 12:06:00,2011-11-21 11:47:00,340
14427,363.34000000000003,181.67000000000002,2,16,2011-10-07 09:10:00,2011-10-20 14:23:00,13
14428,1230.14,175.7342857142857,7,108,2011-01-18 16:39:00,2011-12-02 13:17:00,317
14431,397.76,198.88000000000002,2,17,2011-02-10 10:40:00,2011-02-14 10:56:00,4
14432,2255.51,375.91833333333335,6,256,2011-09-11 14:09:00,2011-11-30 08:04:00,79
