CustomerID,Recency,Frequency,Monetary,AvgOrderValue,Tenure,ProductDiversity,R_Score,F_Score,M_Score,RFM_Score,Segment
13279,64,2,126.30000000000001,63.15,14,9,3.0,2.0,1.0,6.0,Recent Customers
13280,122,3,814.86,271.62,214,67,2.0,3.0,3.0,8.0,At Risk
13282,18,6,1047.8400000000001,174.64000000000001,202,30,4.0,4.0,4.0,12.0,Champions
13283,60,2,93.66,46.83,125,7,3.0,2.0,1.0,6.0,Recent Customers
13284,323,2,196.15,98.075,8,13,1.0,2.0,1.0,4.0,Hibernating
13285,23,4,2709.12,677.28,266,157,4.0,4.0,5.0,13.0,Champions
13291,156,1,361.11,361.11,0,41,2.0,1.0,2.0,5.0,Hibernating
13292,39,2,578.9399999999999,289.47,245,29,3.0,2.0,3.0,8.0,Recent Customers
13294,190,2,873.74,436.87,59,48,1.0,2.0,3.0,6.0,At Risk
13295,360,2,197.95000000000002,98.97500000000001,12,11,1.0,2.0,1.0,4.0,Hibernating
13296,137,1,87.4,87.4,0,5,2.0,1.0,1.0,4.0,Hibernating
13297,8,4,2089.85,522.4625,59,52,5.0,4.0,5.0,14.0,Champions
13298,1,1,360.0,360.0,0,2,5.0,1.0,2.0,8.0,Potential Loyalists
13299,268,1,142.5,142.5,0,5,1.0,1.0,1.0,3.0,Hibernating
13300,165,2,365.29,182.64499999999998,4,20,2.0,2.0,2.0,6.0,Hibernating
13301,104,4,618.09,154.5225,188,75,2.0,4.0,3.0,9.0,Loyal Customers
13302,155,1,63.75,63.75,0,1,2.0,1.0,1.0,4.0,Hibernating
13304,351,1,300.42,300.42,0,21,1.0,1.0,2.0,4.0,Hibernating
13305,4,10,2000.86,200.08599999999998,368,50,5.0,5.0,4.0,14.0,Champions
13307,120,1,15.0,15.0,0,1,2.0,1.0,1.0,4.0,Hibernating
13308,23,4,1367.6100000000001,341.90250000000003,180,49,4.0,4.0,4.0,12.0,Champions
13309,7,5,1456.79,291.358,301,82,5.0,4.0,4.0,13.0,Champions
13310,9,6,1083.63,180.60500000000002,315,65,5.0,4.0,4.0,13.0,Champions
13311,4,2,598.57,299.285,145,25,5.0,2.0,3.0,10.0,Loyal Customers
13313,22,5,1555.32,311.064,317,47,4.0,4.0,4.0,12.0,Champions
13314,2,4,578.66,144.665,72,55,5.0,4.0,3.0,12.0,Champions
13316,37,5,5815.49,1163.098,217,67,3.0,4.0,5.0,12.0,Champions
13317,64,9,2140.07,237.78555555555556,294,101,3.0,5.0,5.0,13.0,Champions
13318,1,3,640.76,213.58666666666667,36,14,5.0,3.0,3.0,11.0,Loyal Customers
13319,5,36,10664.34,296.2316666666667,362,211,5.0,5.0,5.0,15.0,Champions
13320,70,6,1491.7,248.61666666666667,143,77,3.0,4.0,4.0,11.0,Loyal Customers
13321,72,2,567.36,283.68,14,10,2.0,2.0,3.0,7.0,At Risk
13322,17,1,199.48000000000002,199.48000000000002,0,25,4.0,1.0,1.0,6.0,Potential Loyalists
13323,3,5,787.85,157.57,81,6,5.0,4.0,3.0,12.0,Champions
13324,32,12,7072.8,589.4,328,25,4.0,5.0,5.0,14.0,Champions
13325,82,1,675.3,675.3,0,12,2.0,1.0,3.0,6.0,At Risk
13327,39,9,3617.57,401.95222222222225,326,74,3.0,5.0,5.0,13.0,Champions
13328,316,1,1308.48,1308.48,0,17,1.0,1.0,4.0,6.0,At Risk
13329,32,4,740.4,185.1,335,16,4.0,4.0,3.0,11.0,Loyal Customers
13330,93,3,1140.93,380.30999999999995,223,37,2.0,3.0,4.0,9.0,Loyal Customers
13332,14,1,350.9,350.9,0,21,4.0,1.0,2.0,7.0,Potential Loyalists
13334,82,3,3536.82,1178.94,223,207,2.0,3.0,5.0,10.0,Loyal Customers
13336,77,1,795.12,795.12,0,51,2.0,1.0,3.0,6.0,At Risk
13338,154,3,431.82,143.94,3,19,2.0,3.0,2.0,7.0,Hibernating
13339,201,1,860.12,860.12,0,54,1.0,1.0,3.0,5.0,At Risk
13340,45,7,10736.48,1533.782857142857,231,128,3.0,5.0,5.0,13.0,Champions
13341,261,1,775.85,775.85,0,42,1.0,1.0,3.0,5.0,At Risk
13343,173,2,303.93,151.965,4,19,2.0,2.0,2.0,6.0,Hibernating
13344,68,3,2543.72,847.9066666666668,209,115,3.0,3.0,5.0,11.0,Loyal Customers
13345,277,2,377.6,188.8,10,20,1.0,2.0,2.0,5.0,Hibernating
13347,70,1,341.36,341.36,0,8,3.0,1.0,2.0,6.0,Recent Customers
13348,64,1,233.76,233.76,0,14,3.0,1.0,1.0,5.0,Recent Customers
13349,11,1,247.32,247.32,0,16,5.0,1.0,2.0,8.0,Potential Loyalists
13350,16,3,910.72,303.5733333333333,63,36,4.0,3.0,4.0,11.0,Loyal Customers
13351,66,1,373.94,373.94,0,16,3.0,1.0,2.0,6.0,Recent Customers
13352,8,2,389.28,194.64,52,24,5.0,2.0,2.0,9.0,Loyal Customers
13354,71,1,743.53,743.53,0,51,3.0,1.0,3.0,7.0,Recent Customers
13355,122,1,674.7,674.7,0,32,2.0,1.0,3.0,6.0,At Risk
13356,80,1,768.24,768.24,0,42,2.0,1.0,3.0,6.0,At Risk
13357,257,1,609.95,609.95,0,85,1.0,1.0,3.0,5.0,At Risk
13358,269,1,439.03,439.03,0,29,1.0,1.0,2.0,4.0,Hibernating
13359,59,2,431.26,215.63,4,23,3.0,2.0,2.0,7.0,Recent Customers
13362,3,5,3085.4900000000002,617.0980000000001,284,128,5.0,4.0,5.0,14.0,Champions
13363,18,2,992.5,496.25,26,47,4.0,2.0,4.0,10.0,Loyal Customers
13364,67,2,0.0,0.0,4,10,3.0,2.0,1.0,6.0,Recent Customers
13365,9,3,2191.22,730.4066666666666,208,122,5.0,3.0,5.0,13.0,Champions
13366,50,1,56.160000000000004,56.160000000000004,0,1,3.0,1.0,1.0,5.0,Recent Customers
13368,257,2,623.4,311.7,80,29,1.0,2.0,3.0,6.0,At Risk
13369,354,2,263.75,131.875,11,14,1.0,2.0,2.0,5.0,Hibernating
13370,366,2,721.32,360.66,5,39,1.0,2.0,3.0,6.0,At Risk
13372,90,1,378.64,378.64,0,23,2.0,1.0,2.0,5.0,Hibernating
13373,61,3,3312.25,1104.0833333333333,215,135,3.0,3.0,5.0,11.0,Loyal Customers
13375,81,2,772.9,386.45,7,37,2.0,2.0,3.0,7.0,At Risk
13376,99,3,1019.76,339.92,135,45,2.0,3.0,4.0,9.0,Loyal Customers
13379,26,3,572.56,190.85333333333332,110,85,4.0,3.0,3.0,10.0,Loyal Customers
13381,21,7,3626.81,518.1157142857143,277,77,4.0,5.0,5.0,14.0,Champions
13382,281,1,222.99,222.99,0,15,1.0,1.0,1.0,3.0,Hibernating
13384,31,9,4122.28,458.0311111111111,147,123,4.0,5.0,5.0,14.0,Champions
13385,330,1,534.57,534.57,0,35,1.0,1.0,3.0,5.0,At Risk
13388,121,3,627.15,209.04999999999998,10,35,2.0,3.0,3.0,8.0,At Risk
13389,11,3,797.96,265.9866666666667,221,50,5.0,3.0,3.0,11.0,Loyal Customers
13390,75,1,544.08,544.08,0,13,2.0,1.0,3.0,6.0,At Risk
13391,204,1,59.8,59.8,0,1,1.0,1.0,1.0,3.0,Hibernating
13394,2,10,2312.8,231.28000000000003,308,126,5.0,5.0,5.0,15.0,Champions
13395,185,1,307.72,307.72,0,21,1.0,1.0,2.0,4.0,Hibernating
13396,22,4,1325.29,331.3225,297,42,4.0,4.0,4.0,12.0,Champions
13397,73,6,1539.18,256.53000000000003,266,28,2.0,4.0,4.0,10.0,Loyal Customers
13398,192,1,457.34,457.34,0,26,1.0,1.0,2.0,4.0,Hibernating
13402,127,2,621.23,310.615,244,32,2.0,2.0,3.0,7.0,At Risk
13403,18,1,75.0,75.0,0,3,4.0,1.0,1.0,6.0,Potential Loyalists
13404,1,2,252.49,126.245,211,11,5.0,2.0,2.0,9.0,Loyal Customers
13405,74,3,572.451,190.817,243,25,2.0,3.0,3.0,8.0,At Risk
13408,2,81,27487.41,339.3507407407407,371,236,5.0,5.0,5.0,15.0,Champions
13410,9,7,988.91,141.27285714285716,282,15,5.0,5.0,4.0,14.0,Champions
13411,107,1,213.55,213.55,0,17,2.0,1.0,1.0,4.0,Hibernating
13414,134,3,1390.5,463.5,162,23,2.0,3.0,4.0,9.0,Loyal Customers
13416,44,2,712.5,356.25,37,11,3.0,2.0,3.0,8.0,Recent Customers
13417,5,2,640.83,320.41499999999996,200,26,5.0,2.0,3.0,10.0,Loyal Customers
13418,12,23,5845.44,254.1495652173913,360,223,4.0,5.0,5.0,14.0,Champions
13419,64,1,221.06,221.06,0,16,3.0,1.0,1.0,5.0,Recent Customers
13420,135,4,140.35,35.0875,36,8,2.0,4.0,1.0,7.0,Hibernating
13421,40,3,1848.98,616.3266666666667,249,89,3.0,3.0,4.0,10.0,Loyal Customers
13422,51,2,2601.55,1300.775,13,127,3.0,2.0,5.0,10.0,Loyal Customers
13425,108,3,1624.21,541.4033333333333,186,66,2.0,3.0,4.0,9.0,Loyal Customers
13426,1,12,3550.7000000000003,295.8916666666667,358,104,5.0,5.0,5.0,15.0,Champions
13427,19,3,582.6,194.20000000000002,195,25,4.0,3.0,3.0,10.0,Loyal Customers
13428,10,1,218.47,218.47,0,70,5.0,1.0,1.0,7.0,Potential Loyalists
13429,11,4,1006.8,251.70000000000002,64,55,5.0,4.0,4.0,13.0,Champions
13430,19,4,648.6899999999999,162.17249999999999,67,49,4.0,4.0,3.0,11.0,Loyal Customers
13431,67,2,1269.1,634.55,21,44,3.0,2.0,4.0,9.0,Loyal Customers
13434,74,2,534.24,267.12,22,9,2.0,2.0,3.0,7.0,At Risk
13435,5,9,3794.4900000000002,421.61,183,68,5.0,5.0,5.0,15.0,Champions
13436,2,1,196.89,196.89,0,12,5.0,1.0,1.0,7.0,Potential Loyalists
13437,14,7,3408.06,486.86571428571426,175,143,4.0,5.0,5.0,14.0,Champions
13439,255,1,283.71,283.71,0,54,1.0,1.0,2.0,4.0,Hibernating
13441,92,1,296.64,296.64,0,13,2.0,1.0,2.0,5.0,Hibernating
13447,23,4,1104.23,276.0575,12,55,4.0,4.0,4.0,12.0,Champions
13448,17,10,3465.67,346.567,357,137,4.0,5.0,5.0,14.0,Champions
13449,24,1,291.88,291.88,0,19,4.0,1.0,2.0,7.0,Potential Loyalists
13450,27,6,2043.7199999999998,340.62,191,32,4.0,4.0,5.0,13.0,Champions
13451,26,6,2916.45,486.075,308,315,4.0,4.0,5.0,13.0,Champions
13452,259,2,590.0,295.0,11,1,1.0,2.0,3.0,6.0,At Risk
13453,166,2,356.97999999999996,178.49,123,16,2.0,2.0,2.0,6.0,Hibernating
13455,25,4,1007.35,251.8375,341,42,4.0,4.0,4.0,12.0,Champions
13456,18,7,1737.8200000000002,248.26,189,43,4.0,5.0,4.0,13.0,Champions
13458,7,22,9537.92,433.5418181818182,352,242,5.0,5.0,5.0,15.0,Champions
13460,29,2,183.44,91.72,20,16,4.0,2.0,1.0,7.0,Potential Loyalists
13461,39,3,1445.0,481.6666666666667,124,14,3.0,3.0,4.0,10.0,Loyal Customers
13462,183,2,143.25,71.625,69,9,1.0,2.0,1.0,4.0,Hibernating
13464,58,1,674.68,674.68,0,41,3.0,1.0,3.0,7.0,Recent Customers
13466,100,2,297.95,148.975,83,17,2.0,2.0,2.0,6.0,Hibernating
13467,11,2,1083.71,541.855,25,89,5.0,2.0,4.0,11.0,Loyal Customers
13468,2,41,5656.75,137.96951219512195,371,184,5.0,5.0,5.0,15.0,Champions
13470,99,2,165.0,82.5,15,7,2.0,2.0,1.0,5.0,Hibernating
13471,1,4,2531.58,632.895,46,214,5.0,4.0,5.0,14.0,Champions
13473,61,3,417.54,139.17999999999998,272,21,3.0,3.0,2.0,8.0,Recent Customers
13474,236,1,229.59,229.59,0,59,1.0,1.0,1.0,3.0,Hibernating
13475,191,4,1431.78,357.945,107,64,1.0,4.0,4.0,9.0,Loyal Customers
13476,179,4,1092.77,273.1925,102,56,2.0,4.0,4.0,10.0,Loyal Customers
13477,38,8,1441.53,180.19125,253,57,3.0,5.0,4.0,12.0,Champions
13479,198,3,291.0,97.0,36,14,1.0,3.0,2.0,6.0,Hibernating
13481,46,8,1776.81,222.10125,322,98,3.0,5.0,4.0,12.0,Champions
13482,232,1,184.64,184.64,0,11,1.0,1.0,1.0,3.0,Hibernating
13483,66,1,140.34,140.34,0,10,3.0,1.0,1.0,5.0,Recent Customers
13484,241,1,313.8,313.8,0,8,1.0,1.0,2.0,4.0,Hibernating
13485,233,1,454.24,454.24,0,23,1.0,1.0,2.0,4.0,Hibernating
13486,78,3,1122.41,374.1366666666666,76,69,2.0,3.0,4.0,9.0,Loyal Customers
13487,58,3,575.4,191.79999999999998,295,26,3.0,3.0,3.0,9.0,Loyal Customers
13488,17,17,8910.61,524.1535294117648,350,272,4.0,5.0,5.0,14.0,Champions
13489,105,4,449.52,112.38,189,11,2.0,4.0,2.0,8.0,Hibernating
13491,52,10,1215.82,121.582,320,73,3.0,5.0,4.0,12.0,Champions
13492,136,3,1269.84,423.28000000000003,78,38,2.0,3.0,4.0,9.0,Loyal Customers
13493,275,2,618.63,309.315,11,6,1.0,2.0,3.0,6.0,At Risk
13494,312,1,316.26000000000005,316.26000000000005,0,18,1.0,1.0,2.0,4.0,Hibernating
13495,8,6,1990.1200000000001,331.68666666666667,360,34,5.0,4.0,4.0,13.0,Champions
13496,11,3,617.93,205.97666666666666,349,28,5.0,3.0,3.0,11.0,Loyal Customers
13497,283,3,321.05,107.01666666666667,85,19,1.0,3.0,2.0,6.0,Hibernating
13499,18,7,1146.96,163.85142857142858,252,31,4.0,5.0,4.0,13.0,Champions
13500,23,4,1136.77,284.1925,99,60,4.0,4.0,4.0,12.0,Champions
13501,243,2,1310.47,655.235,45,52,1.0,2.0,4.0,7.0,At Risk
13502,17,3,292.0,97.33333333333333,307,17,4.0,3.0,2.0,9.0,Loyal Customers
13503,71,1,216.85,216.85,0,17,3.0,1.0,1.0,5.0,Recent Customers
13504,64,1,295.93,295.93,0,22,3.0,1.0,2.0,6.0,Recent Customers
13505,68,8,4282.88,535.36,165,182,3.0,5.0,5.0,13.0,Champions
13506,312,3,452.82,150.94,57,26,1.0,3.0,2.0,6.0,Hibernating
13507,3,4,2479.16,619.79,142,146,5.0,4.0,5.0,14.0,Champions
13508,244,1,110.97,110.97,0,12,1.0,1.0,1.0,3.0,Hibernating
13509,9,7,979.72,139.96,275,27,5.0,5.0,4.0,14.0,Champions
13510,1,5,1785.16,357.032,182,86,5.0,4.0,4.0,13.0,Champions
13512,261,1,251.21,251.21,0,15,1.0,1.0,2.0,4.0,Hibernating
13513,127,1,205.1,205.1,0,10,2.0,1.0,1.0,4.0,Hibernating
13514,74,1,152.20000000000002,152.20000000000002,0,4,2.0,1.0,1.0,4.0,Hibernating
13515,73,4,891.12,222.78,175,50,2.0,4.0,3.0,9.0,Loyal Customers
13516,21,3,1389.41,463.1366666666667,217,43,4.0,3.0,4.0,11.0,Loyal Customers
13517,60,5,2109.07,421.81399999999996,120,125,3.0,4.0,5.0,12.0,Champions
13518,86,1,659.4399999999999,659.4399999999999,0,36,2.0,1.0,3.0,6.0,At Risk
13519,50,2,110.80000000000001,55.4,27,8,3.0,2.0,1.0,6.0,Recent Customers
13520,59,8,3487.75,435.96875,312,49,3.0,5.0,5.0,13.0,Champions
13521,1,3,1093.65,364.55,8,313,5.0,3.0,4.0,12.0,Champions
13522,30,1,125.80000000000001,125.80000000000001,0,5,4.0,1.0,1.0,6.0,Potential Loyalists
13523,33,6,3755.38,625.8966666666666,333,157,3.0,4.0,5.0,12.0,Champions
13524,41,5,680.1800000000001,136.036,179,17,3.0,4.0,3.0,10.0,Loyal Customers
13525,15,2,628.78,314.39,233,5,4.0,2.0,3.0,9.0,Loyal Customers
13527,34,8,2263.76,282.97,293,153,3.0,5.0,5.0,13.0,Champions
13529,79,2,307.76,153.88,125,15,2.0,2.0,2.0,6.0,Hibernating
13531,205,2,483.8,241.89999999999998,161,17,1.0,2.0,3.0,6.0,At Risk
13532,34,1,210.31,210.31,0,66,3.0,1.0,1.0,5.0,Recent Customers
13533,183,3,270.79,90.26333333333332,84,61,1.0,3.0,2.0,6.0,Hibernating
13534,2,43,5613.08,130.53674418604652,355,119,5.0,5.0,5.0,15.0,Champions
13536,1,7,3448.29,492.61285714285714,74,91,5.0,5.0,5.0,15.0,Champions
13538,43,7,1280.85,182.97857142857146,272,10,3.0,5.0,4.0,12.0,Champions
13539,86,4,605.84,151.46,223,36,2.0,4.0,3.0,9.0,Loyal Customers
13544,40,2,291.41,145.70499999999998,200,76,3.0,2.0,2.0,7.0,Recent Customers
13546,12,3,626.99,208.99666666666667,188,72,4.0,3.0,3.0,10.0,Loyal Customers
13548,96,2,682.41,341.205,147,114,2.0,2.0,3.0,7.0,At Risk
13549,26,8,916.12,114.515,216,37,4.0,5.0,4.0,13.0,Champions
13551,319,1,91.80000000000001,91.80000000000001,0,4,1.0,1.0,1.0,3.0,Hibernating
13552,66,16,3539.53,221.220625,249,82,3.0,5.0,5.0,13.0,Champions
13555,74,4,4149.28,1037.32,128,128,2.0,4.0,5.0,11.0,Loyal Customers
13557,28,2,584.06,292.03,252,31,4.0,2.0,3.0,9.0,Loyal Customers
13558,6,4,605.06,151.265,62,123,5.0,4.0,3.0,12.0,Champions
13560,7,1,174.37,174.37,0,32,5.0,1.0,1.0,7.0,Potential Loyalists
13561,216,1,141.85999999999999,141.85999999999999,0,14,1.0,1.0,1.0,3.0,Hibernating
13562,82,3,1799.33,599.7766666666666,163,50,2.0,3.0,4.0,9.0,Loyal Customers
13563,84,2,777.53,388.765,55,49,2.0,2.0,3.0,7.0,At Risk
13564,144,5,647.74,129.548,223,68,2.0,4.0,3.0,9.0,Loyal Customers
13565,19,2,240.22,120.10999999999999,315,35,4.0,2.0,2.0,8.0,Potential Loyalists
13566,41,2,874.71,437.355,41,134,3.0,2.0,3.0,8.0,Recent Customers
13568,173,1,192.85,192.85,0,41,2.0,1.0,1.0,4.0,Hibernating
13569,17,2,373.75,186.875,350,73,4.0,2.0,2.0,8.0,Potential Loyalists
13570,243,1,239.49,239.49,0,27,1.0,1.0,2.0,4.0,Hibernating
13571,13,12,2092.32,174.36,240,157,4.0,5.0,5.0,14.0,Champions
13572,206,1,1384.25,1384.25,0,32,1.0,1.0,4.0,6.0,At Risk
13573,50,2,294.4,147.2,202,24,3.0,2.0,2.0,7.0,Recent Customers
13575,23,5,732.0699999999999,146.414,152,41,4.0,4.0,3.0,11.0,Loyal Customers
13576,10,20,6703.3,335.165,362,78,5.0,5.0,5.0,15.0,Champions
13577,25,5,1658.3,331.65999999999997,216,61,4.0,4.0,4.0,12.0,Champions
13579,15,2,467.04,233.51999999999998,354,19,4.0,2.0,3.0,9.0,Loyal Customers
13581,309,1,118.0,118.0,0,10,1.0,1.0,1.0,3.0,Hibernating
13583,156,1,781.03,781.03,0,53,2.0,1.0,3.0,6.0,At Risk
13584,307,1,142.4,142.4,0,24,1.0,1.0,1.0,3.0,Hibernating
13587,32,3,347.0,115.66666666666667,31,8,4.0,3.0,2.0,9.0,Loyal Customers
13588,16,13,2445.12,188.08615384615385,239,132,4.0,5.0,5.0,14.0,Champions
13589,15,2,379.65,189.825,164,21,4.0,2.0,2.0,8.0,Potential Loyalists
13590,11,7,1976.12,282.30285714285714,291,70,5.0,5.0,4.0,14.0,Champions
13591,65,3,1117.13,372.3766666666666,202,56,3.0,3.0,4.0,10.0,Loyal Customers
13592,36,4,247.95999999999998,61.989999999999995,228,15,3.0,4.0,2.0,9.0,Loyal Customers
13593,108,6,1990.28,331.71333333333337,227,77,2.0,4.0,4.0,10.0,Loyal Customers
13594,53,1,396.97,396.97,0,26,3.0,1.0,2.0,6.0,Recent Customers
13596,6,2,697.04,348.52,7,133,5.0,2.0,3.0,10.0,Loyal Customers
13598,47,2,167.42000000000002,83.71000000000001,0,33,3.0,2.0,1.0,6.0,Recent Customers
13599,1,33,5030.6,152.44242424242427,365,172,5.0,5.0,5.0,15.0,Champions
13600,312,1,219.52,219.52,0,19,1.0,1.0,1.0,3.0,Hibernating
13601,45,2,693.32,346.65999999999997,166,90,3.0,2.0,3.0,8.0,Recent Customers
13602,65,1,428.89,428.89,0,23,3.0,1.0,2.0,6.0,Recent Customers
13603,26,1,164.34,164.34,0,27,4.0,1.0,1.0,6.0,Potential Loyalists
13606,29,3,280.53999999999996,93.51333333333332,282,40,4.0,3.0,2.0,9.0,Loyal Customers
13607,40,1,678.01,678.01,0,93,3.0,1.0,3.0,7.0,Recent Customers
13610,12,9,1115.43,123.93666666666667,273,165,4.0,5.0,4.0,13.0,Champions
13611,89,4,1158.2,289.55,270,67,2.0,4.0,4.0,10.0,Loyal Customers
13614,24,4,1610.46,402.615,306,171,4.0,4.0,4.0,12.0,Champions
13615,313,2,399.99,199.995,6,23,1.0,2.0,2.0,5.0,Hibernating
13617,40,3,544.18,181.39333333333335,140,31,3.0,3.0,3.0,9.0,Loyal Customers
13618,174,1,177.34,177.34,0,13,2.0,1.0,1.0,4.0,Hibernating
13621,117,1,213.85,213.85,0,19,2.0,1.0,1.0,4.0,Hibernating
13623,31,7,672.44,96.06285714285715,266,78,4.0,5.0,3.0,12.0,Champions
13626,253,1,257.23,257.23,0,19,1.0,1.0,2.0,4.0,Hibernating
13627,59,7,1624.02,232.00285714285715,298,84,3.0,5.0,4.0,12.0,Champions
13629,23,11,7792.36,708.3963636363636,315,28,4.0,5.0,5.0,14.0,Champions
13630,5,11,1995.68,181.42545454545453,280,51,5.0,5.0,4.0,14.0,Champions
13631,100,12,3021.77,251.81416666666667,167,6,2.0,5.0,5.0,12.0,Champions
13632,25,6,2117.02,352.83666666666664,218,121,4.0,4.0,5.0,13.0,Champions
13634,33,5,1575.16,315.032,293,156,3.0,4.0,4.0,11.0,Loyal Customers
13635,68,1,1071.03,1071.03,0,62,3.0,1.0,4.0,8.0,Recent Customers
13636,37,6,941.62,156.93666666666667,248,57,3.0,4.0,4.0,11.0,Loyal Customers
13637,52,3,810.5,270.1666666666667,174,79,3.0,3.0,3.0,9.0,Loyal Customers
13638,16,1,122.64,122.64,0,8,4.0,1.0,1.0,6.0,Potential Loyalists
13639,74,1,1033.34,1033.34,0,39,2.0,1.0,4.0,7.0,At Risk
13642,216,1,354.8,354.8,0,57,1.0,1.0,2.0,4.0,Hibernating
13643,31,3,519.44,173.14666666666668,154,24,4.0,3.0,3.0,10.0,Loyal Customers
13644,9,5,2597.52,519.504,96,144,5.0,4.0,5.0,14.0,Champions
13645,120,1,252.1,252.1,0,5,2.0,1.0,2.0,5.0,Hibernating
13647,10,5,1670.22,334.044,225,65,5.0,4.0,4.0,13.0,Champions
13649,257,2,346.6,173.3,109,23,1.0,2.0,2.0,5.0,Hibernating
13650,17,7,1809.34,258.47714285714284,250,79,4.0,5.0,4.0,13.0,Champions
13651,35,2,94.2,47.1,4,6,3.0,2.0,1.0,6.0,Recent Customers
13652,46,3,1095.08,365.02666666666664,322,48,3.0,3.0,4.0,10.0,Loyal Customers
13654,43,6,2707.33,451.22166666666664,230,157,3.0,4.0,5.0,12.0,Champions
13655,114,2,932.97,466.485,127,52,2.0,2.0,4.0,8.0,At Risk
13656,165,2,379.65,189.825,172,49,2.0,2.0,2.0,6.0,Hibernating
13657,11,2,382.14,191.07,190,16,5.0,2.0,2.0,9.0,Loyal Customers
13658,10,7,2421.47,345.9242857142857,194,91,5.0,5.0,5.0,15.0,Champions
13659,197,3,1550.85,516.95,123,93,1.0,3.0,4.0,8.0,At Risk
13662,86,7,879.08,125.58285714285715,173,50,2.0,5.0,3.0,10.0,Loyal Customers
13663,179,1,189.47,189.47,0,13,2.0,1.0,1.0,4.0,Hibernating
13666,60,3,84.65,28.21666666666667,227,12,3.0,3.0,1.0,7.0,Recent Customers
13667,149,1,305.02,305.02,0,82,2.0,1.0,2.0,5.0,Hibernating
13668,3,29,6216.07,214.34724137931033,359,286,5.0,5.0,5.0,15.0,Champions
13669,51,2,218.55,109.27499999999999,98,9,3.0,2.0,1.0,6.0,Recent Customers
13670,75,1,349.7,349.7,0,25,2.0,1.0,2.0,5.0,Hibernating
13672,301,6,-71.46,-11.910000000000002,32,5,1.0,4.0,1.0,6.0,Hibernating
13673,19,2,396.92,198.45999999999998,13,47,4.0,2.0,2.0,8.0,Potential Loyalists
13675,151,2,486.82000000000005,243.41000000000003,133,25,2.0,2.0,3.0,7.0,At Risk
13678,152,1,232.6,232.6,0,16,2.0,1.0,1.0,4.0,Hibernating
13680,1,5,2202.31,440.4620000000001,337,164,5.0,4.0,5.0,14.0,Champions
13681,18,4,827.83,206.9575,137,37,4.0,4.0,3.0,11.0,Loyal Customers
13682,187,1,59.5,59.5,0,3,1.0,1.0,1.0,3.0,Hibernating
13684,286,2,64.23,32.115,0,29,1.0,2.0,1.0,4.0,Hibernating
13685,3,7,3119.44,445.63428571428574,57,29,5.0,5.0,5.0,15.0,Champions
13686,183,1,72.0,72.0,0,8,1.0,1.0,1.0,3.0,Hibernating
13689,63,1,910.0,910.0,0,6,3.0,1.0,4.0,8.0,Recent Customers
13690,59,1,172.25,172.25,0,9,3.0,1.0,1.0,5.0,Recent Customers
13692,25,5,1466.8700000000001,293.374,211,49,4.0,4.0,4.0,12.0,Champions
13693,325,2,-32.0,-16.0,0,4,1.0,2.0,1.0,4.0,Hibernating
13694,4,60,62653.1,1044.2183333333332,369,369,5.0,5.0,5.0,15.0,Champions
13695,31,15,2504.13,166.942,228,46,4.0,5.0,5.0,14.0,Champions
13697,39,1,151.29999999999998,151.29999999999998,0,12,3.0,1.0,1.0,5.0,Recent Customers
13699,155,1,308.58000000000004,308.58000000000004,0,14,2.0,1.0,2.0,5.0,Hibernating
13700,26,10,2265.12,226.512,300,139,4.0,5.0,5.0,14.0,Champions
13703,318,1,99.5,99.5,0,1,1.0,1.0,1.0,3.0,Hibernating
13704,5,10,2295.31,229.531,83,111,5.0,5.0,5.0,15.0,Champions
13705,8,3,711.86,237.28666666666666,366,25,5.0,3.0,3.0,11.0,Loyal Customers
13706,303,1,330.79,330.79,0,20,1.0,1.0,2.0,4.0,Hibernating
13707,267,2,806.41,403.205,48,48,1.0,2.0,3.0,6.0,At Risk
13708,271,1,296.88,296.88,0,49,1.0,1.0,2.0,4.0,Hibernating
13709,4,17,6249.110000000001,367.5947058823529,311,244,5.0,5.0,5.0,15.0,Champions
13710,32,1,180.48,180.48,0,8,4.0,1.0,1.0,6.0,Potential Loyalists
13711,219,2,252.06,126.03,0,11,1.0,2.0,2.0,5.0,Hibernating
13712,247,1,228.84,228.84,0,10,1.0,1.0,1.0,3.0,Hibernating
13715,281,8,1053.94,131.7425,91,89,1.0,5.0,4.0,10.0,Loyal Customers
13716,269,1,138.28,138.28,0,21,1.0,1.0,1.0,3.0,Hibernating
13717,32,7,1432.26,204.60857142857142,266,92,4.0,5.0,4.0,13.0,Champions
13718,246,2,306.55,153.275,49,9,1.0,2.0,2.0,5.0,Hibernating
13719,15,5,1041.68,208.336,219,56,4.0,4.0,4.0,12.0,Champions
13720,117,4,799.9,199.975,138,42,2.0,4.0,3.0,9.0,Loyal Customers
13721,36,1,524.14,524.14,0,28,3.0,1.0,3.0,7.0,Recent Customers
13722,120,4,2369.16,592.29,162,75,2.0,4.0,5.0,11.0,Loyal Customers
13723,217,1,199.85000000000002,199.85000000000002,0,6,1.0,1.0,1.0,3.0,Hibernating
13725,50,11,1809.81,164.52818181818182,258,97,3.0,5.0,4.0,12.0,Champions
13726,39,2,1079.6599999999999,539.83,61,39,3.0,2.0,4.0,9.0,Loyal Customers
13727,29,2,333.48,166.74,4,19,4.0,2.0,2.0,8.0,Potential Loyalists
